,Titulares,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,equipo,jornada,Minutos,cambioN,localizacion
3797,Santi Cazorla,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.85,villarreal,11,26.0,64.0,0
3798,Manuel Iturra,,,,,,,,,,,,,villarreal,11,0.0,0.0,0
3799,Nicola Sansone,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.833,villarreal,11,10.0,80.0,0
3800,Oier Olazábal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594,levante,11,90.0,0.0,1
3801,Toño García,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.684,levante,11,90.0,0.0,1
3802,Róber Pier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.794,levante,11,90.0,0.0,1
3803,Chema Rodríguez,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.727,levante,11,90.0,0.0,1
3804,Sergio Postigo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.88,levante,11,90.0,0.0,1
3805,Enis Bardhi,4.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.905,levante,11,90.0,0.0,1
3806,Jason,2.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,0.703,levante,11,90.0,0.0,1
3807,José Campaña,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.904,levante,11,84.0,84.0,1
3808,Rubén Rochina,3.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,5.0,1.0,2.0,0.795,levante,11,71.0,71.0,1
3809,José Luis Morales,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.667,levante,11,90.0,0.0,1
3810,Roger Martí,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,levante,11,60.0,60.0,1
3811,Aitor Fernández,,,,,,,,,,,,,levante,11,0.0,0.0,1
3812,Coke Andújar,,,,,,,,,,,,,levante,11,0.0,0.0,1
3813,Pedro López,,,,,,,,,,,,,levante,11,0.0,0.0,1
3814,Cheick Doukouré,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,levante,11,6.0,84.0,1
3815,Sanji Prcic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583,levante,11,19.0,71.0,1
3816,Borja Mayoral,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.75,levante,11,30.0,60.0,1
3817,Emmanuel Boateng,,,,,,,,,,,,,levante,11,0.0,0.0,1
3818,Aleksandar Jovanovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,huesca,11,90.0,0.0,0
3819,Xabier Etxeita,4.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,0.63,huesca,11,90.0,0.0,0
3820,Rúben Semedo,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.64,huesca,11,90.0,0.0,0
3821,Jorge Pulido,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.483,huesca,11,90.0,0.0,0
3822,Carlos Akapo,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,2.0,1.0,0.7240000000000001,huesca,11,90.0,0.0,0
3823,Jorge Miramón,1.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.528,huesca,11,90.0,0.0,0
3824,Moi Gómez,1.0,0.0,9.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.8,huesca,11,87.0,87.0,0
3825,David Ferreiro,2.0,2.0,9.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,0.6920000000000001,huesca,11,90.0,0.0,0
3826,Serdar Gurler,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,huesca,11,71.0,71.0,0
3827,Damián Musto,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.684,huesca,11,90.0,0.0,0
3828,Cucho Hernández,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.636,huesca,11,80.0,80.0,0
3829,Axel Werner,,,,,,,,,,,,,huesca,11,0.0,0.0,0
3830,Pablo Ínsua,,,,,,,,,,,,,huesca,11,0.0,0.0,0
3831,Juan Aguilera,,,,,,,,,,,,,huesca,11,0.0,0.0,0
3832,Álex Gallar,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7,huesca,11,19.0,71.0,0
3833,Lluís Sastre,,,,,,,,,,,,,huesca,11,0.0,0.0,0
3834,Christian Rivera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,huesca,11,3.0,87.0,0
3835,Samuele Longo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,huesca,11,10.0,80.0,0
3836,David Soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,getafe,11,90.0,0.0,1
3837,Dakonam Djené,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.733,getafe,11,90.0,0.0,1
3838,Vitorino Antunes,1.0,0.0,6.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.568,getafe,11,90.0,0.0,1
3839,Leandro Cabrera,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.435,getafe,11,90.0,0.0,1
3840,Damián Suárez,0.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.583,getafe,11,90.0,0.0,1
3841,Dimitri Foulquier,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.545,getafe,11,70.0,70.0,1
3842,Amath Ndiaye,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.727,getafe,11,58.0,58.0,1
3843,Mauro Arambarri,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.65,getafe,11,90.0,0.0,1
3844,Nemanja Maksimovic,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.667,getafe,11,90.0,0.0,1
3845,Ángel Rodríguez,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,getafe,11,69.0,69.0,1
3846,Jorge Molina,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.52,getafe,11,90.0,0.0,1
3847,Leandro Chichizola,,,,,,,,,,,,,getafe,11,0.0,0.0,1
3848,Bruno González,,,,,,,,,,,,,getafe,11,0.0,0.0,1
3849,Francisco Portillo,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.667,getafe,11,32.0,58.0,1
3850,Gaku Shibasaki,,,,,,,,,,,,,getafe,11,0.0,0.0,1
3851,Sebastián Cristóforo,,,,,,,,,,,,,getafe,11,0.0,0.0,1
3852,Robert Ibáñez,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,getafe,11,20.0,70.0,1
3853,Jaime Mata,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.333,getafe,11,21.0,69.0,1
3854,Miguel Ángel Moyà,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,real_sociedad,11,90.0,0.0,0
3855,Diego Javier Llorente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906,real_sociedad,11,90.0,0.0,0
3856,Héctor Moreno,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.912,real_sociedad,11,90.0,0.0,0
3857,Aritz Elustondo,0.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,0.7290000000000001,real_sociedad,11,90.0,0.0,0
3858,Theo Hernández,0.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,0.8490000000000001,real_sociedad,11,90.0,0.0,0
3859,Asier Illarramendi,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.882,real_sociedad,11,90.0,0.0,0
3860,Igor Zubeldia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8420000000000001,real_sociedad,11,90.0,0.0,0
3861,Mikel Oyarzabal,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.938,real_sociedad,11,62.0,62.0,0
3862,Adnan Januzaj,4.0,0.0,9.0,3.0,2.0,5.0,0.0,2.0,4.0,5.0,1.0,0.628,real_sociedad,11,90.0,0.0,0
3863,Juanmi Jiménez,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.846,real_sociedad,11,69.0,69.0,0
3864,Willian José,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.762,real_sociedad,11,88.0,88.0,0
3865,Gerónimo Rulli,,,,,,,,,,,,,real_sociedad,11,0.0,0.0,0
3866,Andoni Gorosabel,,,,,,,,,,,,,real_sociedad,11,0.0,0.0,0
3867,Kevin Rodrigues,,,,,,,,,,,,,real_sociedad,11,0.0,0.0,0
3868,Rubén Pardo,,,,,,,,,,,,,real_sociedad,11,0.0,0.0,0
3869,David Zurutuza,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.5710000000000001,real_sociedad,11,28.0,62.0,0
3870,Jon Bautista,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,real_sociedad,11,2.0,88.0,0
3871,Sandro Ramírez,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,real_sociedad,11,21.0,69.0,0
3872,Tomáš Vaclík,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,sevilla,11,90.0,0.0,1
3873,Sergi Gómez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.8220000000000001,sevilla,11,90.0,0.0,1
3874,Daniel Carriço,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.903,sevilla,11,90.0,0.0,1
3875,Jesús Navas,2.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.923,sevilla,11,90.0,0.0,1
3876,Guilherme Arana,1.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.778,sevilla,11,65.0,65.0,1
3877,Ibrahim Amadou,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.821,sevilla,11,90.0,0.0,1
3878,Éver Banega,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.902,sevilla,11,90.0,0.0,1
3879,Pablo Sarabia,0.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.885,sevilla,11,90.0,0.0,1
3880,Franco Vázquez,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,0.778,sevilla,11,90.0,0.0,1
3881,Luis Muriel,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.7859999999999999,sevilla,11,71.0,71.0,1
3882,Quincy Promes,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.5760000000000001,sevilla,11,90.0,0.0,1
3883,Juan Soriano,,,,,,,,,,,,,sevilla,11,0.0,0.0,1
3884,Aleix Vidal,,,,,,,,,,,,,sevilla,11,0.0,0.0,1
3885,Sergio Escudero,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,sevilla,11,25.0,65.0,1
3886,Joris Gnagnon,,,,,,,,,,,,,sevilla,11,0.0,0.0,1
3887,Roque Mesa,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,sevilla,11,19.0,71.0,1
3888,Borja Lasso,,,,,,,,,,,,,sevilla,11,0.0,0.0,1
3889,Nolito,,,,,,,,,,,,,sevilla,11,0.0,0.0,1
3890,Pau López,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867,betis,11,90.0,0.0,0
3891,Francis Guerrero,0.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,betis,11,79.0,79.0,0
3892,Marc Bartra,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.79,betis,11,90.0,0.0,0
3893,Sidnei ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.821,betis,11,0.0,0.0,0
3894,Junior Firpo,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.8,betis,11,90.0,0.0,0
3895,Aissa Mandi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.907,betis,11,90.0,0.0,0
3896,Sergio Canales,5.0,1.0,7.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.939,betis,11,90.0,0.0,0
3897,William Carvalho,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.935,betis,11,90.0,0.0,0
3898,Andrés Guardado,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.8859999999999999,betis,11,90.0,0.0,0
3899,Giovani Lo Celso,4.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.7879999999999999,betis,11,90.0,0.0,0
3900,Loren Morón,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.769,betis,11,79.0,79.0,0
3901,Joel Robles,,,,,,,,,,,,,betis,11,0.0,0.0,0
3902,Zou Feddal,,,,,,,,,,,,,betis,11,0.0,0.0,0
3903,Cristian Tello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,betis,11,6.0,84.0,0
3904,Joaquín Sánchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,betis,11,11.0,79.0,0
3905,Wilfrid Kaptoum,,,,,,,,,,,,,betis,11,0.0,0.0,0
3906,Roberto González,,,,,,,,,,,,,betis,11,0.0,0.0,0
3907,Antonio Sanabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,betis,11,11.0,79.0,0
3908,Sergio Álvarez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643,celta,11,90.0,0.0,1
3909,Hugo Mallo,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.8,celta,11,90.0,0.0,1
3910,David Juncà,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.7440000000000001,celta,11,90.0,0.0,1
3911,Gustavo Cabral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.633,celta,11,90.0,0.0,1
3912,Facundo Roncaglia,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.867,celta,11,90.0,0.0,1
3913,Okay Yokuslu,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,0.8,celta,11,90.0,0.0,1
3914,Fran Beltrán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.833,celta,11,90.0,0.0,1
3915,Sofiane Boufal,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.667,celta,11,45.0,45.0,1
3916,Brais Méndez,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.75,celta,11,89.0,89.0,1
3917,Emre Mor,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,celta,11,60.0,60.0,1
3918,Iago Aspas,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.905,celta,11,90.0,0.0,1
3919,Rubén Blanco,,,,,,,,,,,,,celta,11,0.0,0.0,1
3920,Néstor Araujo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,celta,11,1.0,89.0,1
3921,Kevin Vázquez,,,,,,,,,,,,,celta,11,0.0,0.0,1
3922,Junior Alonso,,,,,,,,,,,,,celta,11,0.0,0.0,1
3923,Andrew Hjulsager,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.75,celta,11,45.0,45.0,1
3924,Jozabed Sánchez,,,,,,,,,,,,,celta,11,0.0,0.0,1
3925,Maxi Gómez,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.857,celta,11,30.0,60.0,1
3926,Diego López,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735,espanyol,11,90.0,0.0,0
3927,Didac Vilà,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.767,espanyol,11,90.0,0.0,0
3928,David López,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.833,espanyol,11,90.0,0.0,0
3929,Javi López,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.743,espanyol,11,90.0,0.0,0
3930,Mario Hermoso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.7609999999999999,espanyol,11,90.0,0.0,0
3931,Sergi Darder,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,3.0,0.813,espanyol,11,90.0,0.0,0
3932,Marc Roca,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,espanyol,11,90.0,0.0,0
3933,Esteban Granero,1.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.805,espanyol,11,86.0,86.0,0
3934,Borja Iglesias,3.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.875,espanyol,11,90.0,0.0,0
3935,Sergio García,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.636,espanyol,11,77.0,77.0,0
3936,Leo Baptistâo,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,0.7,espanyol,11,65.0,65.0,0
3937,Roberto Jiménez,,,,,,,,,,,,,espanyol,11,0.0,0.0,0
3938,Óscar Duarte,,,,,,,,,,,,,espanyol,11,0.0,0.0,0
3939,Roberto Rosales,,,,,,,,,,,,,espanyol,11,0.0,0.0,0
3940,Víctor Sánchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,espanyol,11,4.0,86.0,0
3941,Óscar Melendo,,,,,,,,,,,,,espanyol,11,0.0,0.0,0
3942,Pablo Piatti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7140000000000001,espanyol,11,25.0,65.0,0
3943,Javi Puado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.667,espanyol,11,13.0,77.0,0
3944,Iago Herrerín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,athletic,11,90.0,0.0,1
3945,Íñigo Martínez,1.0,0.0,4.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.933,athletic,11,90.0,0.0,1
3946,Yeray Álvarez,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.765,athletic,11,16.0,16.0,1
3947,Mikel San José,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.7859999999999999,athletic,11,90.0,0.0,1
3948,Yuri Berchiche,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,0.0,0.909,athletic,11,90.0,0.0,1
3949,Óscar De Marcos,0.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0.8290000000000001,athletic,11,90.0,0.0,1
3950,Dani García,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.843,athletic,11,90.0,0.0,1
3951,Mikel Rico,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.774,athletic,11,64.0,64.0,1
3952,Raúl García,2.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.529,athletic,11,90.0,0.0,1
3953,Iñaki Williams,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.68,athletic,11,90.0,0.0,1
3954,Aritz Aduriz,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7859999999999999,athletic,11,70.0,70.0,1
3955,Unai Simón,,,,,,,,,,,,,athletic,11,0.0,0.0,1
3956,Unai Núñez,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.898,athletic,11,74.0,16.0,1
3957,Ander Capa,,,,,,,,,,,,,athletic,11,0.0,0.0,1
3958,Mikel Balenziaga,,,,,,,,,,,,,athletic,11,0.0,0.0,1
3959,Beñat Etxebarria,,,,,,,,,,,,,athletic,11,0.0,0.0,1
3960,Iker Muniaín,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.941,athletic,11,26.0,64.0,1
3961,Markel Susaeta,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.923,athletic,11,20.0,70.0,1
3962,Oier Olazábal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,levante,12,90.0,0.0,0
3963,Róber Pier,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.774,levante,12,90.0,0.0,0
3964,Chema Rodríguez,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.818,levante,12,90.0,0.0,0
3965,Sergio Postigo,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8,levante,12,90.0,0.0,0
3966,Jason ,4.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,0.7809999999999999,levante,12,0.0,0.0,0
3967,Sanji Prcic,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.8859999999999999,levante,12,83.0,83.0,0
3968,Enis Bardhi,4.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.833,levante,12,90.0,0.0,0
3969,José Campaña,1.0,0.0,7.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.8909999999999999,levante,12,90.0,0.0,0
3970,Borja Mayoral,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.857,levante,12,76.0,76.0,0
3971,José Luis Morales,2.0,0.0,5.0,0.0,4.0,1.0,1.0,1.0,5.0,7.0,1.0,0.657,levante,12,90.0,0.0,0
3972,Emmanuel Boateng,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.81,levante,12,90.0,0.0,0
3973,Aitor Fernández,,,,,,,,,,,,,levante,12,0.0,0.0,0
3974,Coke Andújar,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,levante,12,14.0,76.0,0
3975,Erick Cabaco,,,,,,,,,,,,,levante,12,0.0,0.0,0
3976,Pedro López,,,,,,,,,,,,,levante,12,0.0,0.0,0
3977,Cheick Doukouré,,,,,,,,,,,,,levante,12,0.0,0.0,0
3978,Moses Simon,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,levante,12,0.0,,0
3979,Roger Martí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,levante,12,7.0,83.0,0
3980,Miguel Ángel Moyà,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,real_sociedad,12,90.0,0.0,1
3981,Diego Javier Llorente,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.902,real_sociedad,12,90.0,0.0,1
3982,Héctor Moreno,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.7909999999999999,real_sociedad,12,90.0,0.0,1
3983,Aritz Elustondo,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.762,real_sociedad,12,90.0,0.0,1
3984,Andoni Gorosabel,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.885,real_sociedad,12,45.0,45.0,1
3985,Theo Hernández,4.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,3.0,1.0,0.773,real_sociedad,12,90.0,0.0,1
3986,Asier Illarramendi,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.879,real_sociedad,12,90.0,0.0,1
3987,Igor Zubeldia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.737,real_sociedad,12,55.0,55.0,1
3988,Mikel Oyarzabal,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.667,real_sociedad,12,90.0,0.0,1
3989,Adnan Januzaj,2.0,0.0,5.0,2.0,1.0,5.0,0.0,1.0,0.0,8.0,2.0,0.769,real_sociedad,12,90.0,0.0,1
3990,Willian José,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.794,real_sociedad,12,90.0,0.0,1
3991,Gerónimo Rulli,,,,,,,,,,,,,real_sociedad,12,0.0,0.0,1
3992,Kevin Rodrigues,,,,,,,,,,,,,real_sociedad,12,0.0,0.0,1
3993,Raúl Navas,,,,,,,,,,,,,real_sociedad,12,0.0,0.0,1
3994,David Zurutuza,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.889,real_sociedad,12,45.0,45.0,1
3995,Juanmi Jiménez,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,real_sociedad,12,35.0,55.0,1
3996,Jon Bautista,,,,,,,,,,,,,real_sociedad,12,0.0,0.0,1
3997,Sandro Ramírez,,,,,,,,,,,,,real_sociedad,12,0.0,0.0,1
3998,Jordi Masip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,valladolid,12,90.0,0.0,0
3999,Kiko Olivas,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.804,valladolid,12,90.0,0.0,0
