Titulares,T,TaP,C,CP,CF,Reg,PA,partido,equipo,Jornada
192,1.0,1.0,6.0,3.0,1.0,1,5,323,atletico,33
193,0.0,0.0,3.0,0.0,1.0,0,0,323,atletico,33
248,1.0,0.0,0.0,0.0,0.0,0,0,323,atletico,33
2195,0.0,0.0,0.0,0.0,2.0,2,1,323,atletico,33
2196,1.0,1.0,0.0,0.0,1.0,1,0,323,atletico,33
1605,1.0,0.0,1.0,0.0,1.0,1,1,323,atletico,33
132,0.0,0.0,0.0,0.0,0.0,0,0,324,rayo,33
134,1.0,1.0,1.0,0.0,1.0,0,1,324,rayo,33
135,0.0,0.0,2.0,0.0,0.0,1,0,324,rayo,33
136,1.0,0.0,1.0,1.0,1.0,0,1,324,rayo,33
384,1.0,1.0,0.0,0.0,0.0,0,0,324,rayo,33
2197,0.0,0.0,3.0,1.0,0.0,2,4,324,rayo,33
138,1.0,0.0,11.0,2.0,2.0,1,3,324,rayo,33
1701,1.0,0.0,0.0,0.0,0.0,1,0,324,rayo,33
1999,2.0,0.0,1.0,1.0,0.0,5,3,324,rayo,33
390,5.0,1.0,0.0,0.0,2.0,2,0,324,rayo,33
1874,4.0,0.0,9.0,1.0,2.0,1,0,324,rayo,33
1316,0.0,0.0,0.0,0.0,0.0,0,0,324,huesca,33
124,1.0,0.0,0.0,0.0,0.0,0,0,324,huesca,33
1566,0.0,0.0,6.0,0.0,0.0,4,1,324,huesca,33
2198,0.0,0.0,0.0,0.0,0.0,0,0,324,huesca,33
123,0.0,0.0,4.0,0.0,0.0,0,0,324,huesca,33
129,0.0,0.0,1.0,0.0,0.0,0,1,324,huesca,33
479,1.0,0.0,8.0,1.0,2.0,1,0,324,huesca,33
2199,0.0,0.0,0.0,0.0,0.0,0,2,324,huesca,33
1877,1.0,0.0,0.0,0.0,0.0,1,0,324,huesca,33
683,4.0,2.0,2.0,0.0,0.0,0,1,324,huesca,33
1458,1.0,0.0,1.0,0.0,1.0,0,1,324,huesca,33
88,0.0,0.0,0.0,0.0,0.0,0,0,325,barcelona,33
554,0.0,0.0,2.0,0.0,0.0,1,0,325,barcelona,33
90,0.0,0.0,0.0,0.0,0.0,1,0,325,barcelona,33
658,1.0,1.0,0.0,0.0,0.0,0,0,325,barcelona,33
91,1.0,1.0,2.0,0.0,2.0,0,2,325,barcelona,33
94,1.0,0.0,0.0,0.0,0.0,1,0,325,barcelona,33
2200,0.0,0.0,0.0,0.0,0.0,0,1,325,barcelona,33
2201,2.0,0.0,1.0,0.0,0.0,0,1,325,barcelona,33
96,1.0,1.0,0.0,0.0,1.0,2,1,325,barcelona,33
97,3.0,1.0,3.0,0.0,0.0,5,1,325,barcelona,33
2202,1.0,0.0,1.0,1.0,0.0,0,1,325,barcelona,33
77,0.0,0.0,0.0,0.0,0.0,0,0,325,real_sociedad,33
81,0.0,0.0,3.0,0.0,2.0,0,0,325,real_sociedad,33
2203,0.0,0.0,0.0,0.0,0.0,0,0,325,real_sociedad,33
327,0.0,0.0,0.0,0.0,0.0,2,0,325,real_sociedad,33
1435,0.0,0.0,5.0,1.0,0.0,0,0,325,real_sociedad,33
2204,0.0,0.0,0.0,0.0,0.0,1,0,325,real_sociedad,33
483,0.0,0.0,0.0,0.0,0.0,0,2,325,real_sociedad,33
329,2.0,0.0,0.0,0.0,0.0,1,0,325,real_sociedad,33
897,1.0,0.0,3.0,1.0,0.0,0,3,325,real_sociedad,33
2205,2.0,2.0,0.0,0.0,0.0,0,0,325,real_sociedad,33
87,2.0,0.0,1.0,1.0,0.0,3,2,325,real_sociedad,33
1573,0.0,0.0,0.0,0.0,1.0,0,0,326,levante,33
2206,1.0,0.0,3.0,0.0,2.0,0,1,326,levante,33
290,0.0,0.0,0.0,0.0,0.0,0,1,326,levante,33
2207,1.0,0.0,0.0,0.0,2.0,0,0,326,levante,33
653,3.0,1.0,0.0,0.0,0.0,2,0,326,levante,33
39,2.0,0.0,2.0,0.0,1.0,2,1,326,levante,33
1916,3.0,1.0,8.0,2.0,0.0,0,2,326,levante,33
741,0.0,0.0,6.0,1.0,2.0,3,3,326,levante,33
42,1.0,0.0,11.0,5.0,1.0,0,4,326,levante,33
991,3.0,2.0,0.0,0.0,0.0,0,2,326,levante,33
40,1.0,0.0,1.0,0.0,1.0,3,2,326,levante,33
55,0.0,0.0,0.0,0.0,0.0,0,0,326,espanyol,33
524,0.0,0.0,0.0,0.0,0.0,0,1,326,espanyol,33
58,1.0,1.0,3.0,0.0,0.0,1,1,326,espanyol,33
59,3.0,2.0,0.0,0.0,1.0,0,2,326,espanyol,33
1257,1.0,0.0,1.0,0.0,0.0,3,2,326,espanyol,33
2208,1.0,0.0,3.0,0.0,2.0,0,0,326,espanyol,33
2209,1.0,0.0,2.0,0.0,0.0,0,1,326,espanyol,33
1726,1.0,1.0,1.0,1.0,0.0,2,1,326,espanyol,33
62,1.0,1.0,0.0,0.0,0.0,1,2,326,espanyol,33
268,2.0,2.0,0.0,0.0,2.0,1,1,326,espanyol,33
2210,2.0,0.0,0.0,0.0,1.0,2,0,326,espanyol,33
165,0.0,0.0,0.0,0.0,0.0,0,0,327,getafe,33
2211,0.0,0.0,0.0,0.0,0.0,0,0,327,getafe,33
167,1.0,0.0,0.0,0.0,0.0,0,1,327,getafe,33
169,1.0,0.0,1.0,0.0,0.0,1,0,327,getafe,33
1575,0.0,0.0,1.0,1.0,1.0,0,0,327,getafe,33
2212,0.0,0.0,2.0,1.0,1.0,0,2,327,getafe,33
171,1.0,0.0,1.0,1.0,0.0,0,1,327,getafe,33
170,0.0,0.0,0.0,0.0,0.0,0,0,327,getafe,33
2213,2.0,1.0,5.0,1.0,0.0,1,0,327,getafe,33
2214,3.0,2.0,0.0,0.0,0.0,1,1,327,getafe,33
2215,1.0,0.0,0.0,0.0,0.0,2,0,327,getafe,33
143,0.0,0.0,0.0,0.0,0.0,0,0,327,sevilla,33
144,1.0,0.0,0.0,0.0,0.0,0,2,327,sevilla,33
148,1.0,1.0,6.0,0.0,2.0,0,0,327,sevilla,33
147,0.0,0.0,1.0,1.0,0.0,0,0,327,sevilla,33
2216,2.0,0.0,0.0,0.0,0.0,0,1,327,sevilla,33
146,0.0,0.0,1.0,0.0,0.0,0,0,327,sevilla,33
2217,0.0,0.0,0.0,0.0,0.0,0,0,327,sevilla,33
2218,0.0,0.0,2.0,1.0,0.0,0,0,327,sevilla,33
151,2.0,0.0,0.0,0.0,1.0,4,1,327,sevilla,33
824,2.0,1.0,0.0,0.0,4.0,0,0,327,sevilla,33
2148,2.0,0.0,4.0,0.0,0.0,1,0,327,sevilla,33
154,0.0,0.0,0.0,0.0,0.0,0,0,328,real_madrid,33
155,0.0,0.0,1.0,0.0,1.0,1,1,328,real_madrid,33
2219,0.0,0.0,0.0,0.0,1.0,0,0,328,real_madrid,33
343,0.0,0.0,0.0,0.0,0.0,0,0,328,real_madrid,33
158,3.0,0.0,2.0,0.0,0.0,2,0,328,real_madrid,33
2220,1.0,0.0,5.0,0.0,2.0,0,1,328,real_madrid,33
520,0.0,0.0,1.0,1.0,0.0,4,3,328,real_madrid,33
278,0.0,0.0,0.0,0.0,0.0,0,0,328,real_madrid,33
2221,1.0,0.0,2.0,0.0,1.0,2,2,328,real_madrid,33
2222,0.0,0.0,6.0,4.0,0.0,4,2,328,real_madrid,33
163,4.0,3.0,0.0,0.0,2.0,2,0,328,real_madrid,33
391,0.0,0.0,0.0,0.0,0.0,0,0,328,athletic,33
392,1.0,0.0,0.0,0.0,0.0,0,0,328,athletic,33
199,0.0,0.0,0.0,0.0,0.0,0,0,328,athletic,33
872,0.0,0.0,0.0,0.0,0.0,0,0,328,athletic,33
201,0.0,0.0,2.0,0.0,0.0,1,0,328,athletic,33
2223,0.0,0.0,3.0,0.0,1.0,0,0,328,athletic,33
592,0.0,0.0,1.0,1.0,0.0,0,2,328,athletic,33
203,0.0,0.0,1.0,0.0,1.0,0,0,328,athletic,33
2224,0.0,0.0,3.0,0.0,0.0,3,0,328,athletic,33
2225,2.0,2.0,0.0,0.0,0.0,1,0,328,athletic,33
207,1.0,1.0,2.0,0.0,0.0,2,1,328,athletic,33
2226,0.0,0.0,0.0,0.0,0.0,0,0,329,villarreal,33
67,0.0,0.0,2.0,0.0,0.0,0,0,329,villarreal,33
68,0.0,0.0,0.0,0.0,0.0,0,0,329,villarreal,33
69,1.0,0.0,0.0,0.0,0.0,0,0,329,villarreal,33
2174,0.0,0.0,2.0,1.0,0.0,0,1,329,villarreal,33
314,1.0,0.0,1.0,0.0,1.0,0,1,329,villarreal,33
1472,0.0,0.0,0.0,0.0,0.0,0,1,329,villarreal,33
814,0.0,0.0,10.0,0.0,2.0,0,1,329,villarreal,33
1960,4.0,0.0,1.0,0.0,3.0,2,1,329,villarreal,33
2227,1.0,1.0,0.0,0.0,0.0,2,1,329,villarreal,33
2228,3.0,3.0,1.0,0.0,1.0,3,0,329,villarreal,33
209,0.0,0.0,0.0,0.0,0.0,0,0,329,leganes,33
2229,0.0,0.0,1.0,0.0,0.0,0,0,329,leganes,33
213,0.0,0.0,4.0,0.0,1.0,0,0,329,leganes,33
500,0.0,0.0,5.0,1.0,1.0,0,1,329,leganes,33
212,0.0,0.0,0.0,0.0,0.0,0,1,329,leganes,33
890,1.0,1.0,1.0,1.0,0.0,0,1,329,leganes,33
215,0.0,0.0,7.0,2.0,0.0,0,1,329,leganes,33
218,0.0,0.0,0.0,0.0,0.0,1,0,329,leganes,33
1394,0.0,0.0,0.0,0.0,1.0,0,0,329,leganes,33
2230,1.0,0.0,0.0,0.0,0.0,0,1,329,leganes,33
1516,2.0,0.0,0.0,0.0,1.0,1,0,329,leganes,33
22,0.0,0.0,0.0,0.0,0.0,0,0,330,betis,33
23,3.0,1.0,0.0,0.0,0.0,1,1,330,betis,33
24,0.0,0.0,3.0,0.0,1.0,0,1,330,betis,33
26,1.0,1.0,4.0,0.0,0.0,0,0,330,betis,33
2231,1.0,0.0,2.0,0.0,0.0,0,1,330,betis,33
376,3.0,1.0,1.0,0.0,0.0,1,0,330,betis,33
546,0.0,0.0,13.0,6.0,2.0,3,10,330,betis,33
28,1.0,1.0,3.0,2.0,0.0,0,4,330,betis,33
710,4.0,1.0,0.0,0.0,0.0,1,0,330,betis,33
2232,0.0,0.0,0.0,0.0,0.0,0,0,330,betis,33
1660,2.0,0.0,0.0,0.0,1.0,0,0,330,betis,33
176,0.0,0.0,0.0,0.0,0.0,0,0,330,valencia,33
177,0.0,0.0,0.0,0.0,0.0,0,0,330,valencia,33
178,0.0,0.0,0.0,0.0,0.0,0,0,330,valencia,33
607,0.0,0.0,0.0,0.0,0.0,0,0,330,valencia,33
2233,2.0,2.0,0.0,0.0,0.0,2,0,330,valencia,33
270,0.0,0.0,3.0,1.0,1.0,0,2,330,valencia,33
181,0.0,0.0,3.0,0.0,0.0,0,1,330,valencia,33
2234,0.0,0.0,1.0,1.0,0.0,0,0,330,valencia,33
877,0.0,0.0,0.0,0.0,0.0,1,0,330,valencia,33
184,0.0,0.0,1.0,1.0,0.0,0,0,330,valencia,33
1006,1.0,0.0,0.0,0.0,0.0,3,0,330,valencia,33
1316,0.0,0.0,0.0,0.0,0.0,0,0,331,huesca,34
1918,0.0,0.0,0.0,0.0,0.0,0,0,331,huesca,34
124,1.0,0.0,0.0,0.0,0.0,0,0,331,huesca,34
1566,1.0,0.0,2.0,0.0,0.0,0,1,331,huesca,34
123,0.0,0.0,2.0,1.0,0.0,1,1,331,huesca,34
479,0.0,0.0,4.0,1.0,1.0,0,3,331,huesca,34
1877,1.0,0.0,1.0,0.0,0.0,1,0,331,huesca,34
303,0.0,0.0,0.0,0.0,0.0,0,0,331,huesca,34
2235,2.0,0.0,3.0,1.0,2.0,0,1,331,huesca,34
2236,5.0,1.0,2.0,1.0,2.0,2,1,331,huesca,34
1458,2.0,2.0,0.0,0.0,0.0,0,2,331,huesca,34
110,0.0,0.0,0.0,0.0,0.0,0,0,331,eibar,34
111,0.0,0.0,0.0,0.0,0.0,0,0,331,eibar,34
226,3.0,1.0,0.0,0.0,0.0,2,0,331,eibar,34
44,0.0,0.0,0.0,0.0,0.0,0,0,331,eibar,34
2237,0.0,0.0,1.0,0.0,0.0,0,0,331,eibar,34
410,0.0,0.0,7.0,1.0,0.0,0,0,331,eibar,34
569,0.0,0.0,3.0,0.0,0.0,1,0,331,eibar,34
2238,1.0,1.0,7.0,1.0,2.0,0,1,331,eibar,34
2239,0.0,0.0,0.0,0.0,0.0,0,0,331,eibar,34
2240,0.0,0.0,0.0,0.0,0.0,0,0,331,eibar,34
1198,1.0,0.0,1.0,0.0,1.0,0,1,331,eibar,34
11,0.0,0.0,0.0,0.0,0.0,0,0,332,valladolid,34
12,0.0,0.0,0.0,0.0,0.0,1,2,332,valladolid,34
2241,0.0,0.0,0.0,0.0,0.0,1,0,332,valladolid,34
13,2.0,0.0,3.0,0.0,2.0,0,0,332,valladolid,34
15,0.0,0.0,6.0,2.0,0.0,2,3,332,valladolid,34
2242,3.0,3.0,3.0,1.0,0.0,0,2,332,valladolid,34
19,1.0,0.0,1.0,0.0,0.0,0,2,332,valladolid,34
509,1.0,1.0,6.0,1.0,1.0,0,0,332,valladolid,34
2243,2.0,0.0,0.0,0.0,1.0,3,2,332,valladolid,34
2244,1.0,0.0,1.0,0.0,0.0,0,0,332,valladolid,34
1527,2.0,0.0,1.0,0.0,0.0,0,0,332,valladolid,34
0,1.0,0.0,0.0,0.0,0.0,0,0,332,girona,34
1,1.0,0.0,0.0,0.0,0.0,0,1,332,girona,34
857,0.0,0.0,2.0,0.0,1.0,0,0,332,girona,34
2245,0.0,0.0,5.0,0.0,0.0,0,0,332,girona,34
2,0.0,0.0,2.0,0.0,1.0,2,0,332,girona,34
2246,0.0,0.0,0.0,0.0,0.0,0,0,332,girona,34
5,0.0,0.0,11.0,4.0,0.0,2,2,332,girona,34
2247,0.0,0.0,1.0,0.0,1.0,1,0,332,girona,34
6,1.0,0.0,1.0,0.0,2.0,0,1,332,girona,34
7,2.0,0.0,4.0,1.0,0.0,3,2,332,girona,34
321,1.0,0.0,1.0,0.0,0.0,0,0,332,girona,34
99,0.0,0.0,0.0,0.0,0.0,0,0,333,alaves,34
1614,0.0,0.0,2.0,1.0,0.0,0,1,333,alaves,34
100,1.0,1.0,1.0,0.0,1.0,0,0,333,alaves,34
2248,1.0,0.0,0.0,0.0,0.0,0,1,333,alaves,34
101,0.0,0.0,0.0,0.0,0.0,0,0,333,alaves,34
455,0.0,0.0,0.0,0.0,0.0,0,0,333,alaves,34
107,1.0,0.0,1.0,1.0,0.0,0,0,333,alaves,34
702,0.0,0.0,0.0,0.0,0.0,0,1,333,alaves,34
359,1.0,0.0,2.0,1.0,0.0,3,1,333,alaves,34
2249,0.0,0.0,0.0,0.0,0.0,2,0,333,alaves,34
1449,1.0,0.0,0.0,0.0,0.0,0,1,333,alaves,34
88,0.0,0.0,0.0,0.0,0.0,0,0,333,barcelona,34
2250,0.0,0.0,1.0,0.0,1.0,0,0,333,barcelona,34
90,0.0,0.0,0.0,0.0,0.0,0,0,333,barcelona,34
92,1.0,0.0,0.0,0.0,0.0,0,2,333,barcelona,34
93,0.0,0.0,0.0,0.0,0.0,0,0,333,barcelona,34
261,0.0,0.0,0.0,0.0,0.0,0,0,333,barcelona,34
369,5.0,1.0,0.0,0.0,0.0,3,2,333,barcelona,34
2251,2.0,1.0,0.0,0.0,0.0,1,1,333,barcelona,34
1193,2.0,0.0,0.0,0.0,0.0,1,1,333,barcelona,34
96,5.0,3.0,0.0,0.0,2.0,0,2,333,barcelona,34
2252,0.0,0.0,8.0,4.0,0.0,4,2,333,barcelona,34
187,0.0,0.0,0.0,0.0,0.0,0,0,334,atletico,34
188,1.0,0.0,0.0,0.0,0.0,0,0,334,atletico,34
2253,1.0,1.0,0.0,0.0,0.0,1,0,334,atletico,34
190,0.0,0.0,0.0,0.0,0.0,0,0,334,atletico,34
191,0.0,0.0,5.0,3.0,0.0,1,3,334,atletico,34
192,2.0,0.0,3.0,0.0,1.0,0,1,334,atletico,34
193,1.0,0.0,0.0,0.0,0.0,1,0,334,atletico,34
2254,0.0,0.0,3.0,1.0,0.0,2,4,334,atletico,34
248,0.0,0.0,0.0,0.0,0.0,0,0,334,atletico,34
340,5.0,2.0,4.0,1.0,2.0,2,3,334,atletico,34
2255,2.0,2.0,0.0,0.0,0.0,0,0,334,atletico,34
176,0.0,0.0,0.0,0.0,0.0,0,0,334,valencia,34
269,0.0,0.0,0.0,0.0,0.0,0,0,334,valencia,34
178,1.0,0.0,1.0,0.0,0.0,1,3,334,valencia,34
607,0.0,0.0,0.0,0.0,0.0,0,0,334,valencia,34
2256,1.0,0.0,1.0,0.0,1.0,2,1,334,valencia,34
270,2.0,1.0,0.0,0.0,1.0,0,0,334,valencia,34
181,2.0,2.0,4.0,0.0,1.0,4,0,334,valencia,34
877,1.0,0.0,0.0,0.0,0.0,2,0,334,valencia,34
184,0.0,0.0,3.0,0.0,0.0,0,0,334,valencia,34
421,2.0,1.0,1.0,0.0,0.0,1,1,334,valencia,34
939,2.0,0.0,1.0,1.0,0.0,1,2,334,valencia,34
209,0.0,0.0,0.0,0.0,0.0,0,0,335,leganes,34
214,1.0,0.0,10.0,3.0,1.0,2,3,335,leganes,34
2257,2.0,1.0,3.0,1.0,0.0,1,0,335,leganes,34
2258,0.0,0.0,1.0,0.0,0.0,0,0,335,leganes,34
1514,0.0,0.0,0.0,0.0,0.0,0,0,335,leganes,34
890,0.0,0.0,0.0,0.0,0.0,0,0,335,leganes,34
215,2.0,0.0,5.0,1.0,0.0,0,0,335,leganes,34
2259,0.0,0.0,3.0,0.0,0.0,1,0,335,leganes,34
218,0.0,0.0,0.0,0.0,0.0,1,0,335,leganes,34
234,4.0,0.0,0.0,0.0,0.0,0,1,335,leganes,34
602,3.0,0.0,2.0,1.0,0.0,5,2,335,leganes,34
391,0.0,0.0,0.0,0.0,0.0,0,0,335,athletic,34
590,0.0,0.0,0.0,0.0,0.0,0,0,335,athletic,34
392,1.0,1.0,1.0,0.0,1.0,0,0,335,athletic,34
2260,0.0,0.0,0.0,0.0,0.0,0,0,335,athletic,34
872,0.0,0.0,0.0,0.0,0.0,0,0,335,athletic,34
201,0.0,0.0,3.0,2.0,1.0,0,0,335,athletic,34
2223,0.0,0.0,9.0,1.0,0.0,1,1,335,athletic,34
1475,0.0,0.0,2.0,0.0,0.0,1,0,335,athletic,34
2261,0.0,0.0,0.0,0.0,0.0,0,0,335,athletic,34
2262,2.0,1.0,0.0,0.0,0.0,3,0,335,athletic,34
2263,0.0,0.0,0.0,0.0,0.0,0,0,335,athletic,34
55,0.0,0.0,0.0,0.0,0.0,0,0,336,espanyol,34
2264,1.0,0.0,0.0,0.0,0.0,0,0,336,espanyol,34
56,1.0,0.0,7.0,1.0,0.0,0,1,336,espanyol,34
58,1.0,0.0,3.0,1.0,0.0,0,0,336,espanyol,34
59,1.0,0.0,0.0,0.0,0.0,1,0,336,espanyol,34
63,0.0,0.0,0.0,0.0,1.0,1,0,336,espanyol,34
1726,0.0,0.0,0.0,0.0,0.0,0,1,336,espanyol,34
62,1.0,1.0,0.0,0.0,1.0,1,1,336,espanyol,34
2265,1.0,0.0,2.0,1.0,0.0,0,1,336,espanyol,34
2266,1.0,0.0,2.0,0.0,0.0,2,1,336,espanyol,34
1747,2.0,1.0,1.0,0.0,0.0,0,1,336,espanyol,34
1117,0.0,0.0,0.0,0.0,0.0,0,0,336,celta,34
45,2.0,1.0,4.0,1.0,1.0,0,1,336,celta,34
503,1.0,1.0,0.0,0.0,0.0,0,0,336,celta,34
1635,1.0,1.0,0.0,0.0,0.0,0,0,336,celta,34
2053,0.0,0.0,5.0,0.0,0.0,2,0,336,celta,34
2267,2.0,0.0,2.0,1.0,0.0,2,2,336,celta,34
50,0.0,0.0,0.0,0.0,0.0,1,0,336,celta,34
1108,1.0,1.0,2.0,0.0,0.0,1,1,336,celta,34
2268,1.0,0.0,8.0,2.0,0.0,1,3,336,celta,34
335,6.0,2.0,1.0,0.0,2.0,0,1,336,celta,34
2269,3.0,0.0,1.0,0.0,1.0,3,2,336,celta,34
1573,0.0,0.0,0.0,0.0,0.0,0,0,337,levante,34
34,1.0,0.0,1.0,0.0,1.0,2,0,337,levante,34
290,0.0,0.0,0.0,0.0,0.0,0,0,337,levante,34
37,1.0,1.0,2.0,0.0,0.0,1,0,337,levante,34
653,0.0,0.0,0.0,0.0,0.0,0,0,337,levante,34
39,1.0,0.0,1.0,1.0,0.0,0,1,337,levante,34
2270,0.0,0.0,0.0,0.0,0.0,0,0,337,levante,34
741,0.0,0.0,2.0,1.0,0.0,1,1,337,levante,34
964,2.0,2.0,4.0,0.0,0.0,1,0,337,levante,34
991,0.0,0.0,0.0,0.0,0.0,0,0,337,levante,34
40,1.0,1.0,1.0,0.0,1.0,0,0,337,levante,34
22,0.0,0.0,0.0,0.0,0.0,0,0,337,betis,34
24,0.0,0.0,0.0,0.0,0.0,0,0,337,betis,34
422,0.0,0.0,1.0,0.0,0.0,0,0,337,betis,34
26,1.0,0.0,1.0,0.0,0.0,1,0,337,betis,34
25,0.0,0.0,0.0,0.0,0.0,0,0,337,betis,34
2271,0.0,0.0,2.0,0.0,0.0,0,1,337,betis,34
2272,0.0,0.0,1.0,0.0,2.0,1,1,337,betis,34
28,0.0,0.0,0.0,0.0,0.0,0,2,337,betis,34
1602,1.0,0.0,0.0,0.0,1.0,3,0,337,betis,34
2273,1.0,0.0,0.0,0.0,0.0,1,0,337,betis,34
32,4.0,2.0,0.0,0.0,0.0,1,0,337,betis,34
143,0.0,0.0,0.0,0.0,0.0,0,0,338,sevilla,34
532,0.0,0.0,0.0,0.0,0.0,0,0,338,sevilla,34
2274,2.0,2.0,5.0,2.0,1.0,4,4,338,sevilla,34
146,0.0,0.0,0.0,0.0,0.0,0,0,338,sevilla,34
152,0.0,0.0,0.0,0.0,0.0,1,0,338,sevilla,34
381,1.0,1.0,2.0,0.0,1.0,0,1,338,sevilla,34
283,2.0,0.0,4.0,1.0,1.0,0,3,338,sevilla,34
2275,3.0,1.0,0.0,0.0,0.0,1,1,338,sevilla,34
824,3.0,2.0,0.0,0.0,0.0,2,2,338,sevilla,34
2276,4.0,2.0,4.0,0.0,0.0,3,1,338,sevilla,34
978,4.0,2.0,1.0,0.0,2.0,1,1,338,sevilla,34
132,0.0,0.0,0.0,0.0,0.0,0,0,338,rayo,34
2277,0.0,0.0,2.0,0.0,0.0,0,0,338,rayo,34
137,1.0,0.0,0.0,0.0,0.0,0,0,338,rayo,34
1110,0.0,0.0,0.0,0.0,1.0,0,0,338,rayo,34
2278,0.0,0.0,0.0,0.0,0.0,0,0,338,rayo,34
2279,1.0,0.0,0.0,0.0,0.0,0,0,338,rayo,34
138,3.0,1.0,7.0,3.0,2.0,3,4,338,rayo,34
1701,1.0,0.0,0.0,0.0,0.0,0,1,338,rayo,34
2280,2.0,0.0,3.0,2.0,0.0,0,1,338,rayo,34
947,3.0,2.0,1.0,0.0,0.0,9,2,338,rayo,34
2281,0.0,0.0,2.0,0.0,0.0,0,0,338,rayo,34
77,0.0,0.0,0.0,0.0,0.0,0,0,339,real_sociedad,34
81,0.0,0.0,8.0,4.0,1.0,0,4,339,real_sociedad,34
327,0.0,0.0,0.0,0.0,0.0,1,0,339,real_sociedad,34
2282,0.0,0.0,1.0,0.0,0.0,2,0,339,real_sociedad,34
2283,0.0,0.0,2.0,1.0,0.0,2,3,339,real_sociedad,34
483,0.0,0.0,0.0,0.0,0.0,2,0,339,real_sociedad,34
329,2.0,1.0,2.0,0.0,0.0,4,2,339,real_sociedad,34
2284,2.0,0.0,4.0,1.0,1.0,1,1,339,real_sociedad,34
330,1.0,1.0,3.0,0.0,1.0,4,3,339,real_sociedad,34
238,3.0,0.0,0.0,0.0,1.0,0,0,339,real_sociedad,34
87,4.0,0.0,0.0,0.0,1.0,1,0,339,real_sociedad,34
2226,0.0,0.0,0.0,0.0,0.0,0,0,339,villarreal,34
67,0.0,0.0,3.0,0.0,1.0,0,0,339,villarreal,34
68,0.0,0.0,0.0,0.0,0.0,0,0,339,villarreal,34
69,0.0,0.0,0.0,0.0,0.0,0,0,339,villarreal,34
2174,1.0,0.0,3.0,1.0,0.0,0,1,339,villarreal,34
314,1.0,1.0,0.0,0.0,0.0,3,0,339,villarreal,34
1472,2.0,0.0,0.0,0.0,0.0,0,0,339,villarreal,34
814,0.0,0.0,5.0,3.0,1.0,5,2,339,villarreal,34
2285,2.0,1.0,5.0,0.0,1.0,1,0,339,villarreal,34
2286,0.0,0.0,0.0,0.0,0.0,1,0,339,villarreal,34
2287,1.0,0.0,1.0,0.0,0.0,1,0,339,villarreal,34
165,0.0,0.0,0.0,0.0,0.0,0,0,340,getafe,34
168,0.0,0.0,10.0,3.0,3.0,0,1,340,getafe,34
169,1.0,0.0,1.0,0.0,1.0,0,0,340,getafe,34
167,0.0,0.0,1.0,1.0,0.0,0,1,340,getafe,34
1575,0.0,0.0,0.0,0.0,0.0,1,0,340,getafe,34
2288,1.0,1.0,0.0,0.0,1.0,0,0,340,getafe,34
171,2.0,1.0,2.0,0.0,1.0,3,0,340,getafe,34
170,0.0,0.0,0.0,0.0,0.0,0,0,340,getafe,34
2289,1.0,1.0,4.0,1.0,1.0,0,0,340,getafe,34
467,3.0,1.0,1.0,0.0,2.0,5,1,340,getafe,34
2290,0.0,0.0,0.0,0.0,0.0,1,0,340,getafe,34
154,0.0,0.0,0.0,0.0,0.0,0,0,340,real_madrid,34
155,1.0,1.0,0.0,0.0,0.0,2,2,340,real_madrid,34
343,0.0,0.0,0.0,0.0,0.0,0,0,340,real_madrid,34
157,0.0,0.0,0.0,0.0,0.0,1,0,340,real_madrid,34
928,0.0,0.0,2.0,0.0,1.0,1,1,340,real_madrid,34
278,3.0,0.0,0.0,0.0,1.0,1,0,340,real_madrid,34
2291,1.0,0.0,0.0,0.0,0.0,2,1,340,real_madrid,34
2292,2.0,1.0,1.0,0.0,0.0,7,2,340,real_madrid,34
911,1.0,0.0,5.0,0.0,0.0,1,1,340,real_madrid,34
163,3.0,1.0,1.0,0.0,1.0,2,0,340,real_madrid,34
931,0.0,0.0,1.0,0.0,1.0,3,1,340,real_madrid,34
391,0.0,0.0,0.0,0.0,0.0,0,0,341,athletic,35
590,1.0,0.0,0.0,0.0,0.0,0,0,341,athletic,35
392,1.0,0.0,1.0,0.0,1.0,0,0,341,athletic,35
872,0.0,0.0,1.0,1.0,0.0,0,1,341,athletic,35
201,1.0,0.0,4.0,1.0,0.0,0,1,341,athletic,35
427,0.0,0.0,8.0,2.0,4.0,0,2,341,athletic,35
592,1.0,1.0,12.0,3.0,0.0,0,3,341,athletic,35
203,0.0,0.0,6.0,0.0,0.0,1,1,341,athletic,35
2293,1.0,0.0,2.0,0.0,1.0,0,1,341,athletic,35
2294,5.0,0.0,0.0,0.0,0.0,2,0,341,athletic,35
2295,2.0,0.0,1.0,1.0,1.0,2,1,341,athletic,35
99,0.0,0.0,0.0,0.0,0.0,0,0,341,alaves,35
1614,0.0,0.0,0.0,0.0,0.0,0,0,341,alaves,35
100,3.0,1.0,3.0,0.0,0.0,0,3,341,alaves,35
101,1.0,0.0,0.0,0.0,1.0,0,0,341,alaves,35
455,1.0,0.0,0.0,0.0,0.0,0,0,341,alaves,35
2296,0.0,0.0,3.0,1.0,1.0,0,2,341,alaves,35
702,1.0,0.0,0.0,0.0,0.0,1,1,341,alaves,35
106,0.0,0.0,0.0,0.0,1.0,0,0,341,alaves,35
2297,1.0,0.0,9.0,1.0,0.0,1,0,341,alaves,35
494,1.0,0.0,1.0,1.0,0.0,1,0,341,alaves,35
